episode:1,Updates:1/156,Timesteps:25600/2000000,FPS:1164.0,avg_sp:1.25,avg_xp_0_0:1.3125,avg_xp_0_1:9.8125,avg_mp:17.096491228070175,value_loss:2.336333818733692,policy_loss:0.0012892410580280789,dist_entropy:7.148860728740692,actor_grad_norm:0.06033802693709731,critic_grad_norm:3.293099741265178,ratio:4.000748616456986,best_i:0,average_step_rewards:0.003124999813735485
episode:2,Updates:2/156,Timesteps:38400/2000000,FPS:1152.0,avg_sp:1.9375,avg_xp_0_0:2.03125,avg_xp_0_1:8.28125,avg_mp:16.2406015037594,value_loss:1.6220111593604087,policy_loss:0.010039099717956291,dist_entropy:7.150345885753632,actor_grad_norm:0.018717947974801065,critic_grad_norm:0.4629144825041294,ratio:3.999791520833969,best_i:0,average_step_rewards:0.004843750037252903
episode:3,Updates:3/156,Timesteps:51200/2000000,FPS:1145.0,avg_sp:1.15625,avg_xp_0_0:0.28125,avg_xp_0_1:3.46875,avg_mp:15.796992481203008,value_loss:1.7119931817054748,policy_loss:0.0008047833975659557,dist_entropy:7.111345899105072,actor_grad_norm:0.062072808295488356,critic_grad_norm:0.8811006831005216,ratio:3.999097043275833,best_i:0,average_step_rewards:0.002890625037252903
episode:4,Updates:4/156,Timesteps:64000/2000000,FPS:1141.0,avg_sp:1.4375,avg_xp_0_0:0.28125,avg_xp_0_1:2.78125,avg_mp:16.04385964912281,value_loss:1.0695090308785438,policy_loss:-0.005458459312929875,dist_entropy:7.03191477060318,actor_grad_norm:0.03153724633157253,critic_grad_norm:0.5926965503953397,ratio:4.000516831874847,best_i:0,average_step_rewards:0.0035937498323619366
episode:5,Updates:5/156,Timesteps:76800/2000000,FPS:1139.0,avg_sp:1.375,avg_xp_0_0:0.09375,avg_xp_0_1:3.65625,avg_mp:16.576441102756892,value_loss:1.2351114295423031,policy_loss:0.034447020631799316,dist_entropy:7.018832659721374,actor_grad_norm:0.03524481039494276,critic_grad_norm:0.5748578075319528,ratio:3.998539835214615,best_i:0,average_step_rewards:0.0034374999813735485
episode:6,Updates:6/156,Timesteps:89600/2000000,FPS:1137.0,avg_sp:1.75,avg_xp_0_0:0.0,avg_xp_0_1:2.4375,avg_mp:16.18671679197995,value_loss:1.5328967896290124,policy_loss:0.05192884493874317,dist_entropy:6.976426899433136,actor_grad_norm:0.04484356958419085,critic_grad_norm:0.8846541611477733,ratio:3.9981140792369843,best_i:0,average_step_rewards:0.0043750000186264515
episode:7,Updates:7/156,Timesteps:102400/2000000,FPS:1136.0,avg_sp:3.125,avg_xp_0_0:0.1875,avg_xp_0_1:2.25,avg_mp:15.527568922305765,value_loss:1.2460093265399337,policy_loss:0.06958255802991857,dist_entropy:6.94566181898117,actor_grad_norm:0.04775035958737135,critic_grad_norm:1.1315258582122625,ratio:4.000091248750687,best_i:0,average_step_rewards:0.0078125
episode:8,Updates:8/156,Timesteps:115200/2000000,FPS:1135.0,avg_sp:2.75,avg_xp_0_0:0.09375,avg_xp_0_1:1.71875,avg_mp:14.170426065162907,value_loss:1.2553738448768854,policy_loss:0.05671168679007295,dist_entropy:6.878268921375275,actor_grad_norm:0.07199603579938411,critic_grad_norm:0.8857211935333907,ratio:4.000676894187928,best_i:0,average_step_rewards:0.006874999962747097
episode:9,Updates:9/156,Timesteps:128000/2000000,FPS:1134.0,avg_sp:5.9375,avg_xp_0_0:0.0,avg_xp_0_1:1.375,avg_mp:15.057644110275689,value_loss:1.189312006533146,policy_loss:0.06064243633475108,dist_entropy:6.813732993602753,actor_grad_norm:0.0774255096912384,critic_grad_norm:0.8565744906663895,ratio:3.9985181033611297,best_i:0,average_step_rewards:0.014843749813735485
episode:10,Updates:10/156,Timesteps:140800/2000000,FPS:1134.0,avg_sp:6.5,avg_xp_0_0:0.09375,avg_xp_0_1:2.3125,avg_mp:15.240601503759398,value_loss:1.4761383208446204,policy_loss:0.08594752979668882,dist_entropy:6.750850355625152,actor_grad_norm:0.14049011692404748,critic_grad_norm:1.2387609827332198,ratio:3.9964784920215606,best_i:0,average_step_rewards:0.016249999403953552
episode:11,Updates:11/156,Timesteps:153600/2000000,FPS:1133.0,avg_sp:7.25,avg_xp_0_0:0.25,avg_xp_0_1:1.375,avg_mp:16.25814536340852,value_loss:1.6623113619163632,policy_loss:0.05160275495408655,dist_entropy:6.705211055278778,actor_grad_norm:0.10464481934905052,critic_grad_norm:1.4946145374327897,ratio:3.999420577287674,best_i:0,average_step_rewards:0.018124999478459358
